  加那利群岛,  Canary Is.,176,3,161,6
  佛得角,  Cape Verde,6417,3,7784,121
  中非,  Central Africa,2566,3620,2796,5708
  塞卜泰(休达),  Ceuta,26,5,36,1
  乍得,  Chad,27911,45275,29832,42147
  科摩罗,  Comoros,7368,3,5054,12
  刚果(布),  Congo,43510,610222,59631,337185
  吉布提,  Djibouti,220639,2004,231013,4625
  埃及,  Egypt,1220071,100072,1362784,92348
  赤道几内亚,  Eq.Guinea,11320,172306,12212,118255
  埃塞俄比亚,  Ethiopia,232350,34395,223332,33877
  加蓬,  Gabon,37726,464666,41545,324407
  冈比亚,  Gambia,51248,7144,53567,2990
  加纳,  Ghana,490326,257641,675628,177450
  几内亚,  Guinea,171743,245609,191170,243885
  几内亚比绍,  Guinea-Bissau,3194,840,5143,1
  科特迪瓦共和国,  Cote d'Ivoire,204157,45567,233357,58047
  肯尼亚,  Kenya,500927,17891,540967,15059
  利比里亚,  Liberia,390225,12385,340141,9734
  利比亚,  Libya,245159,481650,188045,82707
  马达加斯加,  Madagascar,107255,20436,99765,13865
  马拉维,  Malawi,26005,1571,21849,1233
  马里,  Mali,43510,16030,46844,16865
  毛里塔尼亚,  Mauritania,102592,92781,74009,127705
  毛里求斯,  Mauritius,80639,3888,69996,2649
  摩洛哥,  Morocco,403454,63335,417358,59561
  莫桑比克,  Mozambique,195770,71324,200009,57950
  纳米比亚,  Namibia,19817,51128,22311,56289
  尼日尔,  Niger,28734,22387,30313,22470
  尼日利亚,  Nigeria,1662262,265637,1678751,248536
  留尼汪,  Reunion,17463,2,18623,2
  卢旺达,  Rwanda,26507,3501,28252,3821
  圣多美和普林西比,  Sao Tome & Principe,892,1,2031,5
  塞内加尔,  Senegal,221102,30079,256401,31509
  塞舌尔,  Seychelles,6565,7,5767,4
  塞拉利昂,  Sierra Leone,31354,19389,37137,15849
  索马里,  Somalia,73138,1870,89258,787
  南非,  South Africa,1654294,2594886,1523887,2082480
  西撒哈拉,  Western Sahara,7,0.01,146,
,,,,,
,,,,,
"6-10 续表 2 Continued 2
",,,,,
"单位:万美元
",,,,,
"Unit:USD 10000
",,,,,
国 别(地区),Country/Region,2019,,2020,
,,"出口总额 
Exports ","进口总额
Imports","出口总额
Exports","进口总额
Imports"
  苏丹,  Sudan,228968,74355,251145,76630
  坦桑尼亚,  Tanzania,381142,35973,417437,41112
  多哥,  Togo,213075,18044,245918,16420
  突尼斯,  Tunisia,136420,20910,142769,22272
  乌干达,  Uganda,74065,4159,79029,3969
  布基纳法索,  Burkina Faso,26161,5986,32252,7996
  刚果(金),  Congo DR,207680,442919,201343,708373
  赞比亚,  Zambia,97035,326454,68135,350604
  津巴布韦,  Zimbabwe,36880,97393,52471,87272
  莱索托,  Lesotho,7203,3127,5938,1226
  梅利利亚,  Melilla,215,0.9,67,1
  斯威士兰,  Swaziland,4248,77,3989,48
  厄立特里亚,  Eritrea,4854,20606,7049,30863
  马约特岛,  Mayotte,3917,1,5310,2
  南苏丹共和国,  Republic of South Sudan,12224,153320,15608,68324
"  非洲其他国家
  (地区)","  Other Countries
  (Regions)in Africa",132,1,215,3
欧洲,Europe,49974865,37708316,53568103,37256702
  比利时,  Belgium,1823432,686591,2075208,782811
  丹麦,  Denmark,674986,495764,746427,601130
  英国,  United Kingdom,6242502,2393124,7256176,1987216
  德国,  Germany,7978909,10508709,8680817,10511067
  法国,  France,3299103,3258178,3695592,2969529
  爱尔兰,  Ireland,329417,1345344,399590,1404521
  意大利,  Italy,3351978,2142435,3291471,2224955
  卢森堡,  Luxembourg,155020,28220,94947,27593
  荷兰,  Netherlands,7397880,1120223,7900633,1278932
  希腊,  Greece,774012,72525,703659,77389
  葡萄牙,  Portugal,436644,232231,418059,277249
  西班牙,  Spain,2689761,860379,2751653,1038792
  阿尔巴尼亚,  Albania,60109,10272,57123,8112
  安道尔,  Andorra,255,21,340,43
  奥地利,  Austria,304777,762330,340637,663981
  保加利亚,  Bulgaria,155479,116414,154709,137098
  芬兰,  Finland,304449,465519,294977,419632
  直布罗陀,  Gibraltar,445,0.2,298,0.1
  匈牙利,  Hungary,647286,374502,740372,428290
  冰岛,  Iceland,11487,14269,10088,10465
  列支敦士登,  Liechtenstein,5308,13047,4931,11445
  马耳他,  Malta,115983,35862,136780,38761
  摩纳哥,  Monaco,3028,957,3999,1702
  挪威,  Norway,344882,390996,353399,736784
  波兰,  Poland,2388011,394149,2673075,432043
  罗马尼亚,  Romania,457344,232565,512640,263840
  圣马力诺,  San Marino,386,329,665,286
  瑞典,  Sweden,853776,914431,836817,951827
  瑞士,  Switzerland,454465,2727180,504245,1738025
  爱沙尼亚,  Estonia,92232,29872,86388,28140
  拉脱维亚,  Latvia,109359,19569,105234,20039
  立陶宛,  Lithuania,169764,43650,180761,48761
  格鲁吉亚,  Georgia,140175,8105,127569,10087
,,,,,
,,,,,
"6-10 续表 3 Continued 3
",,,,,
"单位:万美元
",,,,,
"Unit:USD 10000
",,,,,
国 别(地区),Country/Region,2019,,2020,
,,"出口总额
Exports","进口总额
Imports","出口总额
Exports","进口总额
Imports"
  亚美尼亚,  Armenia,22309,53130,22279,79449
  阿塞拜疆,  Azerbaijan,61639,86923,61787,69878
  白俄罗斯,  Byelorussia,179907,91486,211323,88869
  摩尔多瓦,  Moldavia,12931,4681,14580,6047
  俄罗斯,  Russia,4974849,6119171,5050447,5768468
  乌克兰,  Ukraine,739957,450901,687801,800175
  斯洛文尼亚,  Slovenia,341152,51647,345219,50868
  克罗地亚,  Croatia,139682,14498,156674,13759
  捷克,  Czech,1297304,462821,1373769,513354
  斯洛伐克,  Slovak,292382,596878,303155,643108
  北马其顿,  North Macedonia,13483,14706,15679,22713
  波黑,  Bosnia & Herzegovina,11516,7688,12010,7268
  梵蒂冈城国,  Vatican City State,15,3,73,10
  法罗群岛,  Faroe Islands,415,15594,135,6611
  塞尔维亚,  Serbia,103297,36061,162434,49818
  黑山,  Montenegro,11382,4331,11316,5738
"  欧洲其他国家
  (地区)","  Other Countries
  (Regions)in Europe",0.7,33,141,23
拉丁美洲,Latin America,15198283,16564023,15070870,16941172
  安提瓜和巴布达,  Antigua and Barbuda,7194,7,9132,3
  阿根廷,  Argentina,688415,739098,708381,681446
  阿鲁巴岛,  Aruba,3899,5,3578,9
  巴哈马,  Bahamas,35547,7859,27783,7293
  巴巴多斯,  Barbados,15614,2026,7910,1516
  伯利兹,  Belize,11683,15,10386,44
  玻利维亚,  Bolivia,85415,32215,68778,29121
  博内尔,  Bonaire,1,0.04,0.41,0.10
  巴西,  Brazil,3553906,7996255,3495378,8551722
  开曼群岛,  Cayman Is.,3831,8,3658,1
  智利,  Chile,1471184,2622920,1533653,2993201
  哥伦比亚,  Colombia,923415,640828,932052,433602
  多米尼克,  Dominica,3375,48,2106,60
  哥斯达黎加,  Costa Rica,152133,72256,153568,66861
  古巴,  Cuba,79093,49271,48329,47001
  库腊索岛,  Curacao,4180,0.49,3530,2
  多米尼加共和国,  Dominica Rep.,239043,45433,249396,29930
  厄瓜多尔,  Ecuador,362857,364223,325233,432076
  法属圭亚那,  French Guyana,1746,5,2384,1
  格林纳达,  Granada,1459,0.25,1541,4
  瓜德罗普岛,  Guadeloupe,4612,1,4397,1
  危地马拉,  Guatemala,239967,19806,247251,26710
  圭亚那,  Guyana,27291,4599,26547,30886
  海地,  Haiti,56083,449,70927,303
  洪都拉斯,  Honduras,94046,3179,92287,4595
  牙买加,  Jamaica,67070,2958,63046,3193
  马提尼克岛,  Martinique,2660,25,2726,12
  墨西哥,  Mexico,4638216,1433454,4482790,1621758
  蒙特塞拉特,  Montserrat,42,0.29,40,0.24
  尼加拉瓜,  Nicaragua,50207,4555,48644,1896
  巴拿马,  Panama,794450,45203,879365,46942
  巴拉圭,  Paraguay,143212,1635,121693,1391
  秘鲁,  Peru,851308,1519560,886574,1473547
  波多黎各,  Puerto Rico,65876,89597,76687,108993
  萨巴,  Saba,1,0.0044,1,
,,,,,
,,,,,
"6-10 续表 4 Continued 4
",,,,,
"单位:万美元
",,,,,
"Unit:USD 10000
",,,,,
国 别(地区),Country/Region,2018,,2019,
,,"出口总额
Exports","进口总额
Imports","出口总额
Exports","进口总额
Imports"
    圣卢西亚,    Saint Lucia,2156,19,2335,6
    圣马丁岛,    Saint Martin Is.,658,0.59,533,8
"    圣文森特和
    格林纳丁斯","    Saint Vincent &
    Grenadines",2129,0.14,1019,1
    萨尔瓦多,    El Salvador,100125,11331,93825,17178
    苏里南,    Surinam,23453,5351,22133,6110
    特立尼达和多巴哥,    Trinidad and Tobago,36350,66917,34120,33483
"    特克斯和
    凯科斯群岛",    Turks & Caicos Is.,302,0.59,331,6
    乌拉圭,    Uruguay,194899,296771,170305,236732
    委内瑞拉,    Venezuela,154008,486033,151884,53424
    英属维尔京群岛,    Virgin Is.(E),1036,35,891,27
    圣其茨-尼维斯,    St.Kitts-Nevis,971,36,1348,42
    圣皮埃尔和密克隆,    St.Pierre and Miquelon,7,0.23,39,0.09
    荷属安地列斯群岛,    Andreas Is.(N),1716,1,1497,0.27
"    拉美其他国家
    (地区)","    Other Countries
    (Regions)in Latin America",1441,34,859,33
  北美洲,  North America,45563628,15132204,49386185,15757401
    加拿大,    Canada,3693196,2815209,4209457,2206337
    美国,    United States,41866408,12289620,45172903,13525065
    格陵兰,    Greenland,101,27371,160,25999
    百慕大群岛,    Bermuda,3689,1,3559,0.36
    北美洲其他国家,    Other Countries,234,3,107,0.28
    (地区),    (Regions)in North America,,,,
  大洋洲及太平洋群岛,  Oceanic and Pacific Islands,5821535,13851782,6472973,13362009
    澳大利亚,    Australia,4822955,12128967,5346848,11769378
    库克群岛,    Cook Islands,4265,176,549,264
    斐济,    Fiji,35029,1442,32218,2354
    盖比群岛,    Gambier Is.,2,1,1,0.03
    马克萨斯群岛,    Marquesas Islands,1,0.37,0.04,0.01
    瑙鲁,    Nauru,123,3,194,8
    新喀里多尼亚,    New Caledonia(Fr),15606,108781,12194,116931
    瓦努阿图,    Vanuatu,7725,1457,7241,794
    新西兰,    New Zealand,573630,1255798,605303,1207612
    诺福克岛,    Norfolk Islands,49,0.03,197,0.61
    巴布亚新几内亚,    Papua New Guinea,80043,302393,92282,227090
    社会群岛,    Society Is.,86,0.004,51,0.01
    所罗门群岛,    Solomon Is.,9826,46112,11660,35524
    汤加,    Tonga,2944,13,3372,24
    土阿莫土群岛,    Tuamotu Archipelago,0.3,0.01,0.05,0.01
    土布艾群岛,    Tubuai Is.,14,0.004,0.06,0.01
    萨摩亚,    Samoa,8785,44,8731,58
    基里巴斯,    Kiribati,2016,94,2441,22
    图瓦卢,    Tuvalu,2174,3,1614,1
    密克罗尼西亚联邦,    Micronesia Commonwealth,1865,1257,2087,726
    马绍尔群岛共和国,    Marshall.Is.,238334,4469,328462,768
    帕劳共和国,    Republic of Palau,1863,6,2408,1
    法属波利尼西亚,    Polynesia(F),9864,680,9967,415
    瓦利斯和浮图纳,    Wallis and Futuna,71,0.02,88,0.11
"    大洋洲其他国家
    (地区)","    Other Countries
    (Regions)in Oceania",4265,85,5066,39
国别(地区)不详,Others,915.4,346185,4,205723
东南亚国家联盟,ASEAN,35951142,28218165,38367978,30163255
欧洲联盟,EU,42880704,27663959,39088574,25849988
亚太经济合作组织,APEC,155565507,133426301,162317736,138013678
