"7-3 分国别(地区)外商直接投资
",,,,,
"Foreign Direct Investment by Country or Region
",,,,,
"单位:万美元
",,,,,
"Unit:USD 10 000
",,,,,
国别(地区),Country/Region,2019,,2020,
,,"外商直接投资
合同项目(个)
Number of FDI
Contracts
(unit)","外商直接投资
Foreign
Direct
Investment","外商直接投资
合同项目(个)
Number of FDI
Contracts
(unit)","外商直接投资
Foreign
Direct
Investment"
总 计,Total,40888,13813462,38570,14436926
亚洲,Asia,31746,11688841,29269,12402540
  阿富汗,  Afghanistan,70,,34,
  巴林,  Bahrain,2,,3,
  孟加拉国,  Bangladesh,111,71,71,27
  不丹,  Bhutan,,,1,
  文莱,  Brunei,2,701,3,966
  缅甸,  Myanmar,33,215,21,
  柬埔寨,  Cambodia,13,5755,20,3761
  塞浦路斯,  Cyprus,22,730,5,445
  朝鲜,  Korea DPR,,,1,
  香港地区,"  Hong Kong,China",17873,9629894,15602,10579336
  印度,  India,445,2563,193,1201
  印度尼西亚,  Indonesia,98,1242,73,1334
  伊朗,  Iran,134,,77,92
  伊拉克,  Iraq,107,38,28,7
  以色列,  Israel,111,2930,80,2630
  日本,  Japan,1000,372093,799,337448
  约旦,  Jordan,79,104,51,43
  科威特,  Kuwait,5,742,3,
  老挝,  Laos,9,,8,
  黎巴嫩,  Lebanon,37,36,12,5
  澳门地区,"  Macao,China",1083,173544,2531,220230
  马来西亚,  Malaysia,508,7013,388,7810
  马尔代夫,  Maldives,1,,1,
  蒙古,  Mongolia,18,79,22,
  尼泊尔联邦民主共,  Nepal,47,,15,1
  阿曼,  Oman,,,4,190
  巴基斯坦,  Pakistan,302,3,261,10
  巴勒斯坦,  Palestine,33,,23,
  菲律宾,  Philippines,80,1383,55,2364
  沙特阿拉伯,  Saudi Arabia,46,1170,12,97
  新加坡,  Singapore,1242,759064,1146,768098
  韩国,  Korea Rep.,2108,553817,2014,361376
  斯里兰卡,  Sri Lanka,21,,10,
  叙利亚,  Syria,105,65,40,306
  泰国,  Thailand,128,10580,108,10861
  土耳其,  Turkey,105,1123,65,234
  阿联酋,  United Arab Emirates,36,2141,16,2802
  也门,  Republic of Yemen,277,168,187,155
  越南,  Vietnam,35,1720,50,275
  台湾地区,"  Taiwan,China",5252,158740,5105,99529
  东帝汶,  Timor Leste,,,,800
  哈萨克斯坦,  Kazakhstan,71,1116,48,86
  吉尔吉斯斯坦,  Kirghizia,17,1,14,1
  塔吉克斯坦,  Tadzhikistan,23,,15,
  土库曼斯坦,  Turkmenistan,12,,15,
  乌兹别克斯坦,  Uzbekistan,45,,37,20
,,,,,
,,,,,
"7-3 续表 1 Continued 1
",,,,,
"单位:万美元
",,,,,
"Unit:USD 10 000
",,,,,
国别(地区),Country/Region,2019,,2020,
,,"外商直接投资
合同项目(个)
Number of FDI
Contracts
(unit)","外商直接投资
Foreign
Direct
Investment","外商直接投资
合同项目(个)
Number of FDI
Contracts
(unit)","外商直接投资
Foreign
Direct
Investment"
"  亚洲其他国家(地
  (地区)","  Other Countries
  (Regions)in Asia",,,2,
非洲,Africa,1662,47207,1504,70474
  阿尔及利亚,  Algeria,38,50,24,25
  安哥拉,  Angola,9,,11,
  贝宁,  Benin,13,,13,
  博茨瓦纳,  Botswana,2,,5,1927
  布隆迪,  Burundi,11,,5,
  喀麦隆,  Cameroon,136,9,127,
  佛得角,  Cape Verde,1,,1,
  中非,  Central Africa,2,,3,
  乍得,  Chad,4,,4,
  科摩罗,  Comoros,6,,8,
  刚果(布),  Congo,14,60,13,5
  吉布提,  Djibouti,8,,4,
  埃及,  Egypt,140,10,69,139
  赤道几内亚,  Eg.Guinea,1,,5,
  埃塞俄比亚,  Ethiopia,43,,26,5
