  加蓬,  Gabon,2,,5,
  冈比亚,  Gambia,3,,2,
  加纳,  Ghana,194,,186,
  几内亚,  Guinea,32,,18,
  几内亚比绍,  Guinea-Bissau,,,1,
  科特迪瓦,  Cote d'Ivoire,13,,15,
  肯尼亚,  Kenya,41,8,35,
  利比里亚,  Liberia,4,2,8,
  利比亚,  Libya,44,,23,
  马达加斯加,  Madagascar,3,,8,
  马里,  Mali,27,5,37,
  毛里塔尼亚,  Mauritania,11,,7,146
  毛里求斯,  Mauritius,12,26990,17,41231
  摩洛哥,  Morocco,42,,65,
  莫桑比克,  Mozambique,1,,4,
  纳米比亚,  Namibia,,,4,
  尼日尔,  Niger,21,,51,
  尼日利亚,  Nigeria,272,6,170,
  卢旺达,  Rwanda,16,,37,
  塞内加尔,  Senegal,26,,22,
  塞舌尔,  Seychelles,136,19271,90,26323
  塞拉利昂,  Sierra Leone,1,,5,
  索马里,  Somalia,15,,12,
  南非,  South Africa,58,311,59,612
  苏丹,  Sudan,42,,25,
  坦桑尼亚,  Tanzania,26,5,36,24
  多哥,  Togo,14,,20,
  突尼斯,  Tunisia,22,92,11,
  乌干达,  Uganda,34,291,45,37
  布基纳法索,  Burkina Faso,9,,5,
  刚果(金),  Congo DR,37,,18,
  赞比亚,  Zambia,17,,25,
  津巴布韦,  Zimbabwe,50,80,115,
  莱索托,  Lesotho,,,2,
  斯威士兰,  Swaziland,3,,1,
  厄立特里亚,  Eritrea,6,,2,
"    非洲其他国家
    (地区)","  Other Countries
  (Regions)in Africa",,17,,
欧洲,Europe,3784,807360,3217,747027
  比利时,  Belgium,64,3698,45,11458
  丹麦,  Denmark,61,8928,49,3566
  英国,  United Kingdom,640,85705,547,97802
  德国,  Germany,562,165805,466,135497
  法国,  France,349,79337,288,51270
  爱尔兰,  Ireland,45,65678,31,7453
  意大利,  Italy,294,19188,246,20370
  卢森堡,  Luxembourg,28,33224,20,22825
  荷兰,  Netherlands,182,179544,139,255492
  希腊,  Greece,24,619,13,5
  葡萄牙,  Portugal,15,73,11,91
  西班牙,  Spain,145,11802,114,10585
  阿尔巴尼亚,  Albania,7,,4,
,,,,,
,,,,,
"7-3 续表 2 Continued 2
",,,,,
"单位:万美元
",,,,,
"Unit:USD 10 000
",,,,,
国别(地区),Country/Region,2019,,2020,
,,"外商直接投资
合同项目(个)
Number of FDI
Contracts
(unit)","外商直接投资
Foreign
Direct
Investment","外商直接投资
合同项目(个)
Number of FDI
Contracts
(unit)","外商直接投资
Foreign
Direct
Investment"
  奥地利,  Austria,65,29930,53,19691
  保加利亚,  Bulgaria,15,141,10,77
  芬兰,  Finland,44,2828,29,3533
  匈牙利,  Gibraltar,13,2189,21,695
  冰岛,  Iceland,1,,1,1916
  列支敦士登,  Liechtenstein,3,,1,559
  马耳他,  Malta,10,,2,102
  摩纳哥,  Monaco,1,,,104
  挪威,  Norway,32,5153,30,11188
  波兰,  Poland,42,1286,26,453
  罗马尼亚,  Romania,16,396,10,743
  圣马力诺,  San Marino,,,,
  瑞典,  Sweden,92,37387,75,20703
  瑞士,  Switzerland,105,64492,81,65391
  爱沙尼亚,  Estonia,8,816,3,17
  拉脱维亚,  Latvia,8,100,6,
  立陶宛,  Lithuania,12,,7,14
  格鲁吉亚,  Georgia,11,,6,1
  亚美尼亚,  Armenia,29,28,35,
  阿塞拜疆,  Azerbaijan,42,2,16,
  白俄罗斯,  Byelorussia,41,7,75,7
  摩尔多瓦,  Moldavia,9,20,4,
  俄罗斯联邦,  Russia,474,5402,536,1126
  乌克兰,  Ukraine,217,20,166,61
  斯洛文尼亚,  Slovenia,11,1160,7,4125
  克罗地亚,  Croatia,9,,5,
  捷克,  Czech,18,167,7,101
  斯洛伐克,  Slovak,10,110,7,2
  波黑,  Bosnia & Herzegovina,2,,4,
  塞尔维亚,  Serbia,24,,20,4
"  欧洲其他国家(地区)
  (地区)","  Other Countries
  (Regions)in Europe",4,2125,1,
拉丁美洲,Latin America,807,756690,767,805257
  安提瓜和巴布达,  Antigua and Barbuda,,,2,
  阿根廷,  Argentina,17,30,24,230
  巴哈马,  Bahamas,4,,2,
  巴巴多斯,  Barbados,4,1405,1,3013
  伯利兹,  Belize,5,988,8,1550
  多民族玻利维亚国,  Bolivia,11,,2,
  巴西,  Brazil,70,340,107,2954
  开曼群岛,  Cayman Is.,129,255681,130,277361
  智利,  Chile,19,30,26,20
  哥伦比亚,  Colombia,63,18,47,2
  多米尼克,  Dominica,5,,3,
  哥斯达黎加,  Costa Rica,3,,4,
  古巴,  Cuba,7,,10,
  多米尼加共和国,  Dominica Rep.,2,,2,
  厄瓜多尔,  Ecuador,11,2,8,
  格林纳达,  Granada,2,,2,
  危地马拉,  Guatemala,2,5,2,
  圭亚那,  Guyana,1,1,1,41
  海地,  Haiti,4,,2,
  洪都拉斯,  Honduras,3,,2,
  牙买加,  Jamaica,4,,3,
  墨西哥,  Mexico,62,1,45,4
  蒙特塞拉特,  Montserrat,,,2,
  尼加拉瓜,  Nicaragua,1,,1,
  巴拿马,  Panama,9,1528,6,
  巴拉圭,  Paraguay,1,,,
  秘鲁,  Peru,20,120,17,61
,,,,,
,,,,,
"7-3 续表 3 Continued 3
",,,,,
"单位:万美元
",,,,,
"Unit:USD 10 000
",,,,,
国别(地区),Country/Region,2019,,2020,
,,"外商直接投资
合同项目(个)
Number of FDI
Contracts
(unit)","外商直接投资
Foreign
Direct
Investment","外商直接投资
合同项目(个)
Number of FDI
Contracts
(unit)","外商直接投资
Foreign
Direct
Investment"
"  圣文森特和
  格林纳丁斯","  Saint Vincent &
  Grenadines",,13,,
  萨尔瓦多,  El Salvador,2,,2,
  苏里南,  Surinam,1,,1,
  特克斯和,  Turks & Caicos Is.,,110,,60
凯科斯群岛,,,,,
  乌拉圭,  Uruguay,2,,5,4
  委内瑞拉,  Venezuela,33,,25,
  英属维尔京群岛,  Virgin Is.(E),304,496386,271,519957
  圣其茨和尼维斯,  St.Kitts-Nevis,5,,3,
"  拉丁美洲其他国家(地区)
  (地区)","  Other Countries
  (Regions)in Latin America",1,32,1,
北美洲,North America,2324,340785,2371,267838
  加拿大,  Canada,585,23195,726,21686
  美国,  United States,1733,268638,1642,230451
  百慕大,  Bermuda,4,48386,3,15669
"  北美洲其他国家(地区)
  (地区)","  Other Countries
  (Regions)in North America",2,566,,32
大洋洲及太平洋岛屿,Oceanic and Pacific Islands,852,172579,767,124903
  澳大利亚,  Australia,523,42856,529,34156
  库克群岛,  Cook Islands,2,,,1525
  斐济,  Fiji,3,,3,
  瓦努阿图,  Vanuatu,3,190,4,468
  新西兰,  New Zealand,103,4405,109,2727
  汤加,  Tonga,2,,1,
  土布艾群岛,  Tubuai Is.,1,,,
  萨摩亚,  Samoa,197,119182,110,80408
  马绍尔群岛,  Marshall.Is.,18,5776,11,5599
"  大洋洲其他国家
  (地区)","  Other Countries
  (Regions)in Oceania",,170,,20
其他,Others,,,86,18887
注:1.东南亚国家联盟包括:文莱、缅甸、柬埔寨、印度尼西亚、老挝、马来西亚、菲律宾、新加坡、泰国、越南。,,,,,
2.欧洲联盟包括:比利时、丹麦、英国、德国、法国、爱尔兰、意大利、卢森堡、荷兰、希腊、葡萄牙、西班牙、奥地利、芬兰、,,,,,
瑞典、塞浦路斯、匈牙利、马耳他、波兰、爱沙尼亚、拉脱维亚、立陶宛、斯洛文尼亚、捷克、斯洛伐克、保加利亚、罗马尼,,,,,
亚、克罗地亚。,,,,,
"a)Association of Southeast Asian Nations include Brunei,Myanmar,Cambodia,Indonesia,Laos,Malaysia,Philippines,Singapore,Thailand,",,,,,
 Vietnam.,,,,,
" b)European Union include Belgium,Denmark,United Kingdom,Germany,France,Ireland,Italy,Luxembourg,Netherlands,Greece,Portugal,",,,,,
" Spain,Austria,Finland,Sweden,Cyprus,Hungary,Malta,Poland,Estonia,Latvia,Lithuania,Slovenia,Czech,Slovak,Croatia.",,,,,
