序号,学校名称,预算总收入,高校类型,主管部门,所在省市
Unit,亿元
Remark,
273,华北科技学院,10.25 ,,应急管理部,河北省
274,南华大学,10.17 ,,湖南省,湖南省
275,北华大学,10.12 ,,吉林省,吉林省
276,北京体育大学,10.05 ,双一流,国家体育总局,北京市
277,哈尔滨理工大学,9.97 ,,黑龙江省,黑龙江省
278,辽宁大学,9.96 ,双一流,辽宁省,辽宁省
279,华东政法大学,9.95 ,,上海市,上海市
280,湖北大学（本级）,9.95 ,,湖北省,湖北省
281,北方工业大学,9.95 ,,北京市,北京市
282,东北财经大学,9.94 ,,辽宁省,辽宁省
283,西安建筑科技大学,9.92 ,,陕西省,陕西省
284,兰州交通大学,9.92 ,,甘肃省,甘肃省
285,汕头大学,9.85 ,,广东省,广东省
286,苏州科技大学,9.84 ,,江苏省,江苏省
287,长沙理工大学,9.82 ,,湖南省,湖南省
288,安徽农业大学,9.77 ,,安徽省,安徽省
289,南京财经大学,9.74 ,,江苏省,江苏省
290,河北经贸大学,9.73 ,,河北省,河北省
291,广东医科大学,9.73 ,,广东省,广东省
292,华东交通大学,9.67 ,,江西省,江西省
293,武汉纺织大学,9.66 ,,湖北省,湖北省
294,沈阳药科大学,9.60 ,,辽宁省,辽宁省
295,成都信息工程大学,9.58 ,,四川省,四川省
296,韶关学院,9.56 ,,广东省,广东省
297,西南医科大学,9.38 ,,四川省,四川省
298,海南师范大学（本级）,9.38 ,,海南省,海南省
299,青海师范大学,9.34 ,,青海省,青海省
300,河南理工大学,9.32 ,,河南省,河南省
301,湖州师范学院,9.29 ,,浙江省,浙江省
302,西南政法大学,9.26 ,,重庆市,重庆市
303,武汉工程大学,9.25 ,,湖北省,湖北省
304,昆明医科大学,9.20 ,,云南省,云南省
305,黑龙江大学,9.18 ,,黑龙江省,黑龙江省
306,集美大学,9.17 ,,福建省,福建省
307,岭南师范学院,9.13 ,,广东省,广东省
308,南宁师范大学,9.12 ,,广西壮族自治区,广西壮族自治区
309,内蒙古科技大学,9.08 ,,内蒙古自治区,内蒙古自治区
310,内蒙古民族大学,9.05 ,,内蒙古自治区,内蒙古自治区
311,嘉应学院,8.99 ,,广东省,广东省
312,沈阳农业大学,8.89 ,,辽宁省,辽宁省
313,陕西科技大学,8.85 ,,陕西省,陕西省
314,广西民族大学,8.85 ,,广西壮族自治区,广西壮族自治区
315,重庆科技学院,8.79 ,,重庆市,重庆市
316,上海电力大学,8.76 ,,上海市,上海市
317,西安理工大学,8.74 ,,陕西省,陕西省
318,盐城师范学院,8.65 ,,江苏省,江苏省
319,上海立信会计金融学院,8.61 ,,上海市,上海市
320,广西科技大学,8.61 ,,广西壮族自治区,广西壮族自治区
321,青海民族大学,8.60 ,,青海省,青海省
322,福建医科大学,8.53 ,,福建省,福建省
323,天津职业技术师范大学,8.51 ,,天津市,天津市
324,西安科技大学,8.51 ,,陕西省,陕西省
325,广东第二师范学院,8.47 ,,广东省,广东省
326,云南财经大学,8.47 ,,云南省,云南省
327,滨州医学院,8.45 ,,山东省,山东省
328,厦门理工学院,8.39 ,,福建省,福建省
329,哈尔滨师范大学,8.32 ,,黑龙江省,黑龙江省
330,济宁医学院,8.30 ,,山东省,山东省
331,河南工业大学,8.29 ,,河南省,河南省
332,广西中医药大学,8.27 ,,广西壮族自治区,广西壮族自治区
333,天津商业大学,8.24 ,,天津市,天津市
334,昆明学院,8.21 ,,云南省,云南省
335,淮阴工学院,8.20 ,,江苏省,江苏省
336,广东石油化工学院,8.19 ,,广东省,广东省
337,安徽理工大学（本级）,8.18 ,,安徽省,安徽省
338,新疆农业大学,8.17 ,,新疆维吾尔自治区,新疆维吾尔自治区
339,浙江传媒学院,8.16 ,,浙江省,浙江省
340,哈尔滨医科大学（本部+大庆分校）,8.10 ,,黑龙江省,黑龙江省
341,湖南科技大学,8.05 ,,湖南省,湖南省
342,潍坊医学院,8.04 ,,山东省,山东省
343,辽宁师范大学,8.02 ,,辽宁省,辽宁省
344,新疆师范大学,8.01 ,,新疆维吾尔自治区,新疆维吾尔自治区
345,山西师范大学（本级）,8.00 ,,山西省,山西省
346,南京审计大学,7.98 ,,江苏省,江苏省
347,中央音乐学院,7.97 ,双一流,教育部,北京市
348,滨州学院,7.93 ,,山东省,山东省
349,华北水利水电大学,7.92 ,,河南省,河南省
350,江苏海洋大学,7.89 ,,江苏省,江苏省
351,徐州医科大学（本部）,7.87 ,,江苏省,江苏省
352,中南林业科技大学,7.86 ,,湖南省,湖南省
353,合肥师范学院,7.86 ,,安徽省,安徽省
354,东北农业大学,7.86 ,双一流,黑龙江省,黑龙江省
355,长春理工大学,7.83 ,,吉林省,吉林省
356,辽宁工程技术大学,7.83 ,,辽宁省,辽宁省
357,长春师范大学,7.82 ,,吉林省,吉林省
358,德州学院,7.81 ,,山东省,山东省
359,海南医学院,7.80 ,,海南省,海南省
360,肇庆学院,7.80 ,,广东省,广东省
361,盐城工学院,7.76 ,,江苏省,江苏省
362,枣庄学院,7.76 ,,山东省,山东省
363,云南民族大学,7.74 ,,云南省,云南省
364,北京第二外国语学院,7.72 ,,北京市,北京市
365,安徽财经大学,7.71 ,,安徽省,安徽省
366,贵州医科大学,7.67 ,,贵州省,贵州省
367,闽江学院,7.66 ,,福建省,福建省
368,西南林业大学,7.64 ,,云南省,云南省
369,潍坊学院,7.63 ,,山东省,山东省
370,四川音乐学院,7.63 ,,四川省,四川省
371,湖北经济学院,7.61 ,,湖北省,湖北省
372,贵州财经大学,7.61 ,,贵州省,贵州省
373,山西医科大学,7.57 ,,山西省,山西省
374,杭州医学院,7.56 ,,浙江省,浙江省
375,天津城建大学,7.56 ,,天津市,天津市
376,宿州学院,7.52 ,,安徽省,安徽省
377,河南牧业经济学院,7.50 ,,河南省,河南省
378,吉林农业大学,7.49 ,,吉林省,吉林省
379,广东金融学院,7.49 ,,广东省,广东省
380,上海对外经贸大学,7.47 ,,上海市,上海市
381,沈阳师范大学,7.45 ,,辽宁省,辽宁省
382,淮阴师范学院,7.38 ,,江苏省,江苏省
383,沈阳航空航天大学,7.36 ,,辽宁省,辽宁省
384,湖北科技学院,7.35 ,,湖北省,湖北省
385,江西科技师范大学,7.32 ,,江西省,江西省
386,西安工程大学,7.30 ,,陕西省,陕西省
387,川北医学院,7.29 ,,四川省,四川省
388,常熟理工学院,7.28 ,,江苏省,江苏省
389,江西中医药大学,7.24 ,,江西省,江西省
390,湖南工商大学,7.24 ,,湖南省,湖南省
391,大连大学,7.23 ,,辽宁省,辽宁省
392,内蒙古医科大学,7.22 ,,内蒙古自治区,内蒙古自治区
393,洛阳师范学院,7.20 ,,河南省,河南省
394,北京服装学院,7.20 ,,北京市,北京市
395,赣南师范大学,7.15 ,,江西省,江西省
396,遵义医科大学,7.14 ,,贵州省,贵州省
397,安徽工程大学,7.14 ,,安徽省,安徽省
398,江苏理工学院,7.11 ,,江苏省,江苏省
399,河北科技师范学院,7.11 ,,河北省,河北省
400,重庆三峡学院（本级）,7.02 ,,重庆市,重庆市
401,河北地质大学,7.01 ,,河北省,河北省
402,泰山学院,6.97 ,,山东省,山东省
403,河北工业职业技术大学,6.96 ,,河北省,河北省
404,河北北方学院,6.96 ,,河北省,河北省
405,大连医科大学,6.95 ,,辽宁省,辽宁省
406,郑州轻工业大学,6.95 ,,河南省,河南省
407,淮北师范大学,6.92 ,,安徽省,安徽省
408,长春工业大学,6.92 ,,吉林省,吉林省
409,吉首大学,6.92 ,,湖南省,湖南省
410,廊坊师范学院,6.92 ,,河北省,河北省
411,武汉商学院,6.92 ,,湖北省,湖北省
412,吉林师范大学,6.87 ,,吉林省,吉林省
413,长江师范学院,6.86 ,,重庆市,重庆市
414,宜宾学院,6.86 ,,四川省,四川省
415,上海第二工业大学（本级）,6.86 ,,上海市,上海市
416,山东工商学院,6.75 ,,山东省,山东省
417,山西大同大学,6.72 ,,山西省,山西省
418,武汉轻工大学,6.71 ,,湖北省,湖北省
419,湖南工业大学,6.71 ,,湖南省,湖南省
420,东北电力大学,6.70 ,,吉林省,吉林省
421,安徽医科大学（本级）,6.69 ,,安徽省,安徽省
422,许昌学院,6.66 ,,河南省,河南省
423,邵阳学院,6.66 ,,湖南省,湖南省
424,济宁学院,6.66 ,,山东省,山东省
425,东北石油大学,6.66 ,,黑龙江省,黑龙江省
426,井冈山大学,6.65 ,,江西省,江西省
427,安徽中医药大学（本级）,6.65 ,,安徽省,安徽省
428,信阳师范学院,6.63 ,,河南省,河南省
429,郑州航空工业管理学院,6.63 ,,河南省,河南省
430,海南热带海洋学院（本级）,6.62 ,,海南省,海南省
431,黄冈师范学院,6.60 ,,湖北省,湖北省
432,南京体育学院,6.59 ,,江苏省,江苏省
433,安庆师范大学,6.57 ,,安徽省,安徽省
434,甘肃农业大学,6.54 ,,甘肃省,甘肃省
435,西藏大学,6.51 ,双一流,西藏自治区,西藏自治区
436,湖南城市学院,6.48 ,,湖南省,湖南省
437,云南艺术学院（本级）,6.47 ,,云南省,云南省
438,北京石油化工学院,6.47 ,,北京市,北京市
439,菏泽学院,6.46 ,,山东省,山东省
440,上海体育学院,6.45 ,双一流,上海市,上海市
441,大理大学,6.44 ,,云南省,云南省
442,沈阳建筑大学,6.43 ,,辽宁省,辽宁省
443,北京印刷学院,6.43 ,,北京市,北京市
444,齐齐哈尔大学,6.43 ,,黑龙江省,黑龙江省
445,重庆文理学院,6.40 ,,重庆市,重庆市
446,佳木斯大学,6.40 ,,黑龙江省,黑龙江省
447,渤海大学,6.39 ,,辽宁省,辽宁省
448,成都体育学院,6.38 ,,四川省,四川省
449,上海健康医学院（本级）,6.30 ,,上海市,上海市
450,四川外国语大学,6.25 ,,重庆市,重庆市
451,阜阳师范大学,6.25 ,,安徽省,安徽省
452,大连工业大学,6.22 ,,辽宁省,辽宁省
453,兰州财经大学,6.22 ,,甘肃省,甘肃省
454,乐山师范学院,6.20 ,,四川省,四川省
455,中国人民公安大学,6.16 ,双一流,公安部,北京市
456,赤峰学院（本级）,6.14 ,,内蒙古自治区,内蒙古自治区
457,贵州民族大学,6.14 ,,贵州省,贵州省
458,湖南理工学院,6.13 ,,湖南省,湖南省
459,福建中医药大学,6.13 ,,福建省,福建省
460,上海电机学院,6.12 ,,上海市,上海市
461,浙大城市学院,6.12 ,,浙江省,浙江省
462,南阳师范学院,6.11 ,,河南省,河南省
463,福建工程学院,6.08 ,,福建省,福建省
464,河北中医学院,6.08 ,,河北省,河北省
465,太原科技大学,6.06 ,,山西省,山西省
466,河南财经政法大学,6.05 ,,河南省,河南省
467,沈阳理工大学,6.04 ,,辽宁省,辽宁省
468,内江师范学院,6.04 ,,四川省,四川省
469,景德镇陶瓷大学,6.04 ,,江西省,江西省
470,广州航海学院,6.03 ,,广东省,广东省
471,内蒙古财经大学,6.03 ,,内蒙古自治区,内蒙古自治区
472,西安工业大学,6.01 ,,陕西省,陕西省
473,南京艺术学院,5.99 ,,江苏省,江苏省
474,五邑大学,5.99 ,,广东省,广东省
475,闽南师范大学,5.95 ,,福建省,福建省
476,惠州学院,5.93 ,,广东省,广东省
477,西安石油大学,5.92 ,,陕西省,陕西省
478,湖北第二师范学院,5.90 ,,湖北省,湖北省
479,大连交通大学,5.88 ,,辽宁省,辽宁省
480,北京舞蹈学院,5.88 ,,北京市,北京市
481,商丘师范学院,5.86 ,,河南省,河南省
482,天津财经大学,5.84 ,,天津市,天津市
483,湖北汽车工业学院,5.81 ,,湖北省,湖北省
484,北京农学院,5.77 ,,北京市,北京市
485,周口师范学院,5.76 ,,河南省,河南省
486,山西财经大学,5.76 ,,山西省,山西省
487,长沙学院,5.76 ,,湖南省,湖南省
488,成都医学院,5.73 ,,四川省,四川省
489,长春中医药大学,5.72 ,,吉林省,吉林省
490,哈尔滨商业大学,5.72 ,,黑龙江省,黑龙江省
491,辽宁石油化工大学,5.72 ,,辽宁省,辽宁省
492,沈阳大学,5.71 ,,辽宁省,辽宁省
493,韩山师范学院,5.71 ,,广东省,广东省
494,皖西学院,5.70 ,,安徽省,安徽省
495,湖南文理学院,5.69 ,,湖南省,湖南省
496,湖北民族大学,5.65 ,,湖北省,湖北省
497,南昌工程学院,5.62 ,,江西省,江西省
498,西藏民族大学,5.59 ,,西藏自治区,西藏自治区
499,山东青年政治学院,5.53 ,,山东省,山东省
500,河北科技工程职业技术大学,5.51 ,,河北省,河北省
501,呼伦贝尔学院,5.51 ,,内蒙古自治区,内蒙古自治区
502,河南工程学院,5.49 ,,河南省,河南省
503,上饶师范学院,5.49 ,,江西省,江西省
504,桂林医学院,5.48 ,,广西壮族自治区,广西壮族自治区
505,太原师范学院,5.43 ,,山西省,山西省
506,贵阳学院,5.43 ,,贵州省,贵州省
507,河南中医药大学,5.41 ,,河南省,河南省
508,巢湖学院,5.39 ,,安徽省,安徽省
509,广州美术学院,5.39 ,,广东省,广东省
510,吉林建筑大学,5.36 ,,吉林省,吉林省
511,北京物资学院,5.35 ,,北京市,北京市
512,昌吉学院,5.34 ,,新疆维吾尔自治区,新疆维吾尔自治区
513,湖南财政经济学院,5.32 ,,湖南省,湖南省
514,河南科技学院,5.31 ,,河南省,河南省
515,辽宁科技大学,5.28 ,,辽宁省,辽宁省
516,锦州医科大学,5.27 ,,辽宁省,辽宁省
517,上海政法学院,5.25 ,,上海市,上海市
518,西昌学院,5.24 ,,四川省,四川省
519,新疆财经大学,5.21 ,,新疆维吾尔自治区,新疆维吾尔自治区
520,成都师范学院,5.20 ,,四川省,四川省
521,黑龙江科技大学,5.18 ,,黑龙江省,黑龙江省
522,四川文理学院,5.18 ,,四川省,四川省
523,石家庄学院,5.16 ,,河北省,河北省
524,湖北文理学院,5.15 ,,湖北省,湖北省
525,齐鲁师范学院,5.15 ,,山东省,山东省
526,西安邮电大学,5.14 ,,陕西省,陕西省
527,湖北师范大学,5.12 ,,湖北省,湖北省
528,山东女子学院,5.09 ,,山东省,山东省
529,武夷学院,5.09 ,,福建省,福建省
530,广西艺术学院,5.09 ,,广西壮族自治区,广西壮族自治区
531,宜春学院,5.05 ,,江西省,江西省
532,江苏第二师范学院,5.04 ,,江苏省,江苏省
533,上海音乐学院（本级）,5.02 ,双一流,上海市,上海市
534,滁州学院,5.01 ,,安徽省,安徽省
535,合肥学院（本级）,4.94 ,,安徽省,安徽省
536,湖南科技学院,4.93 ,,湖南省,湖南省
537,辽宁中医药大学,4.93 ,,辽宁省,辽宁省
538,衡阳师范学院,4.92 ,,湖南省,湖南省
539,湖北中医药大学,4.92 ,,湖北省,湖北省
540,吉林财经大学,4.91 ,,吉林省,吉林省
541,武汉体育学院,4.90 ,,湖北省,湖北省
542,绵阳师范学院,4.89 ,,四川省,四川省
543,湖南工程学院,4.86 ,,湖南省,湖南省
544,长春工程学院,4.85 ,,吉林省,吉林省
545,浙江外国语学院,4.85 ,,浙江省,浙江省
546,贵州中医药大学,4.84 ,,贵州省,贵州省
547,常州工学院,4.81 ,,江苏省,江苏省
548,山东艺术学院,4.80 ,,山东省,山东省
549,文山学院,4.76 ,,云南省,云南省
550,新乡医学院,4.75 ,,河南省,河南省
551,中原工学院,4.75 ,,河南省,河南省
552,湘南学院,4.75 ,,湖南省,湖南省
553,沈阳化工大学,4.75 ,,辽宁省,辽宁省
554,湖北工程学院,4.70 ,,湖北省,湖北省
555,赣南医学院,4.69 ,,江西省,江西省
556,伊犁师范大学,4.69 ,,新疆维吾尔自治区,新疆维吾尔自治区
557,防灾科技学院,4.68 ,,中国地震局,河北省
558,长春大学,4.67 ,,吉林省,吉林省
559,安徽建筑大学,4.66 ,,安徽省,安徽省
560,吉林化工学院,4.65 ,,吉林省,吉林省
561,新疆工程学院,4.64 ,,新疆维吾尔自治区,新疆维吾尔自治区
562,云南中医药大学,4.64 ,,云南省,云南省
563,河南城建学院,4.62 ,,河南省,河南省
564,黄山学院,4.60 ,,安徽省,安徽省
565,福建江夏学院,4.60 ,,福建省,福建省
566,成都工业学院,4.55 ,,四川省,四川省
